"Domain","Base Domain","URL","Agency","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"mcctest.gov","mcctest.gov","http://mcctest.gov","Millennium Challenge Corporation","dotgov","No","No","No","","","","","","No"
"medalofvalor.gov","medalofvalor.gov","https://www.medalofvalor.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"medicaid.gov","medicaid.gov","https://www.medicaid.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"medicalcountermeasures.gov","medicalcountermeasures.gov","https://medicalcountermeasures.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"medicare.gov","medicare.gov","https://www.medicare.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"medline.gov","medline.gov","http://medline.gov","Department of Health and Human Services","dotgov","No","No","No","","","","","","No"
"medlineplus.gov","medlineplus.gov","https://medlineplus.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"medpac.gov","medpac.gov","http://medpac.gov","Medical Payment Advisory Commission","dotgov","No","No","No","","","","","","No"
"mentalhealth.gov","mentalhealth.gov","https://mentalhealth.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"mentor.gov","mentor.gov","http://mentor.gov","Corporation for National & Community Service","dotgov","No","No","No","","","","","","No"
"mesh.gov","mesh.gov","https://mesh.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"mgi.gov","mgi.gov","https://mgi.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"mha.gov","mha.gov","https://mha.gov","Department of the Treasury","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"militaryconsumer.gov","militaryconsumer.gov","https://www.militaryconsumer.gov","Federal Trade Commission","dotgov","No","Yes","No","Yes","No","No","No","No","Yes"
"mitigationcommission.gov","mitigationcommission.gov","https://mitigationcommission.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"mlkday.gov","mlkday.gov","http://mlkday.gov","Corporation for National & Community Service","dotgov","No","No","No","","","","","","No"
"mmc.gov","mmc.gov","https://www.mmc.gov","Marine Mammal Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"mms.gov","mms.gov","http://mms.gov","Department of the Interior","dotgov","","","","","","","","","No"
"mojavedata.gov","mojavedata.gov","http://mojavedata.gov","Department of Defense","dotgov","No","No","No","No","Yes","Yes","No","Yes","No"
"moneyfactory.gov","moneyfactory.gov","https://moneyfactory.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"moneyfactorystore.gov","moneyfactorystore.gov","https://www.moneyfactorystore.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"mrlc.gov","mrlc.gov","https://www.mrlc.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"msb.gov","msb.gov","http://msb.gov","Department of the Treasury","dotgov","No","No","No","","","","","","No"
"msha.gov","msha.gov","https://www.msha.gov","Department of Labor","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"mspb.gov","mspb.gov","https://www.mspb.gov","Merit Systems Protection Board","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"mtbs.gov","mtbs.gov","https://mtbs.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"mtmc.gov","mtmc.gov","http://mtmc.gov","Department of Defense","dotgov","","","","","","","","","No"
"mycreditunion.gov","mycreditunion.gov","https://www.mycreditunion.gov","National Credit Union Administration","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"myira.gov","myira.gov","https://myira.gov","Department of the Treasury","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"mymedicare.gov","mymedicare.gov","https://www.mymedicare.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"mymoney.gov","mymoney.gov","https://www.mymoney.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"mynextmove.gov","mynextmove.gov","http://mynextmove.gov","Department of Labor","dotgov","No","No","No","","","","","","No"
"myplate.gov","myplate.gov","https://myplate.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"myra.gov","myra.gov","https://myra.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nafri.gov","nafri.gov","https://nafri.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nagb.gov","nagb.gov","https://nagb.gov","Department of Education","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"namus.gov","namus.gov","https://namus.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nano.gov","nano.gov","http://nano.gov","National Nanotechnology Coordination Office","dotgov","No","No","No","Yes","No","No","No","No","No"
"nara.gov","nara.gov","https://nara.gov","National Archives and Records Administration","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nasa.gov","nasa.gov","https://www.nasa.gov","National Aeronautics and Space Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nationalbank.gov","nationalbank.gov","https://nationalbank.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"nationalbankhelp.gov","nationalbankhelp.gov","https://nationalbankhelp.gov","Department of the Treasury","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nationalbanknet.gov","nationalbanknet.gov","https://nationalbanknet.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"nationalchildrensstudy.gov","nationalchildrensstudy.gov","http://nationalchildrensstudy.gov","Department of Health and Human Services","dotgov","","","","","","","","","No"
"nationalgangcenter.gov","nationalgangcenter.gov","https://www.nationalgangcenter.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nationalhousing.gov","nationalhousing.gov","https://nationalhousing.gov","Department of Housing and Urban Development","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nationalhousinglocator.gov","nationalhousinglocator.gov","https://nationalhousinglocator.gov","Department of Housing and Urban Development","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nationalmall.gov","nationalmall.gov","http://nationalmall.gov","American Battle Monuments Commission","dotgov","No","No","No","","","","","","Yes"
"nationalmap.gov","nationalmap.gov","https://nationalmap.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"nationalresourcedirectory.gov","nationalresourcedirectory.gov","http://nationalresourcedirectory.gov","Department of Defense","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nationalservice.gov","nationalservice.gov","https://www.nationalservice.gov","Corporation for National & Community Service","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nationalserviceresources.gov","nationalserviceresources.gov","http://nationalserviceresources.gov","Corporation for National & Community Service","dotgov","No","No","No","","","","","","No"
"nationsreportcard.gov","nationsreportcard.gov","https://www.nationsreportcard.gov","Department of Education","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"nativeonestop.gov","nativeonestop.gov","https://nativeonestop.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"navycash.gov","navycash.gov","http://navycash.gov","Department of the Treasury","dotgov","No","No","No","","","","","","No"
"nbc.gov","nbc.gov","https://www.nbc.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nbib.gov","nbib.gov","https://nbib.gov","Office of Personnel Management","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"nbm.gov","nbm.gov","https://nbm.gov","Federal Communications Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"nbrc.gov","nbrc.gov","http://www.nbrc.gov","Northern Border Regional Commission","dotgov","No","No","No","","","","","","No"
"nccs.gov","nccs.gov","https://www.nccs.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ncd.gov","ncd.gov","https://ncd.gov","National Council on Disability","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"ncifcrf.gov","ncifcrf.gov","https://ncifcrf.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ncirc.gov","ncirc.gov","https://www.ncirc.gov","Department of Justice","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"ncix.gov","ncix.gov","http://www.ncix.gov","Director of National Intelligence","dotgov","No","No","No","","","","","","No"
"ncjrs.gov","ncjrs.gov","https://www.ncjrs.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ncpc.gov","ncpc.gov","https://ncpc.gov","National Capital Planning Commission","dotgov","No","No","No","","","","","","Yes"
"ncpw.gov","ncpw.gov","https://ncpw.gov","Federal Trade Commission","dotgov","No","Yes","No","Yes","No","No","No","No","Yes"
"ncr.gov","ncr.gov","http://ncr.gov","Department of Defense","dotgov","","","","","","","","","No"
"ncrc.gov","ncrc.gov","https://www.ncrc.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ncsc.gov","ncsc.gov","http://ncsc.gov","Director of National Intelligence","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nctc.gov","nctc.gov","http://nctc.gov","Central Intelligence Agency","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"ncua.gov","ncua.gov","https://www.ncua.gov","National Credit Union Administration","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"nea.gov","nea.gov","http://nea.gov","National Endowment for the Arts","dotgov","","","","","","","","","No"
"neglecteddiseases.gov","neglecteddiseases.gov","https://www.neglecteddiseases.gov","U.S. Agency for International Development","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"neh.gov","neh.gov","https://www.neh.gov","National Endowment for the Humanities","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nehrp.gov","nehrp.gov","https://nehrp.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"nel.gov","nel.gov","https://nel.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nemi.gov","nemi.gov","https://www.nemi.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nepa.gov","nepa.gov","http://nepa.gov","Executive Office of the President","dotgov","No","No","No","","","","","","No"
"nersc.gov","nersc.gov","http://www.nersc.gov","Department of Energy","dotgov","No","No","No","No","Yes","No","No","No","No"
"networx.gov","networx.gov","http://networx.gov","General Services Administration","dotgov","","","","","","","","","No"
"neup.gov","neup.gov","http://neup.gov","Department of Energy","dotgov","No","No","No","","","","","","No"
"nfpors.gov","nfpors.gov","https://nfpors.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"nga.gov","nga.gov","https://www.nga.gov","National Gallery of Art","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"ngc.gov","ngc.gov","https://ngc.gov","Department of Health and Human Services","dotgov","No","Yes","Yes","No","Yes","Yes","No","No","Yes"
"nhl.gov","nhl.gov","https://nhl.gov","Department of Housing and Urban Development","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nhtsa.gov","nhtsa.gov","https://www.nhtsa.gov","Department of Transportation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nic.gov","nic.gov","https://nic.gov","General Services Administration","dotgov","Yes","Yes","Yes","","","","","","Yes"
"nicic.gov","nicic.gov","https://nicic.gov","Department of Justice","dotgov","No","Yes","Yes","No","Yes","No","No","No","Yes"
"nicsezcheckfbi.gov","nicsezcheckfbi.gov","https://nicsezcheckfbi.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"niem.gov","niem.gov","https://www.niem.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nifc.gov","nifc.gov","https://www.nifc.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"nigc.gov","nigc.gov","https://www.nigc.gov","National Indian Gaming Commission","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"nih.gov","nih.gov","https://www.nih.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nihseniorhealth.gov","nihseniorhealth.gov","https://nihseniorhealth.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nij.gov","nij.gov","https://nij.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"niosh.gov","niosh.gov","http://www.niosh.gov","Department of Health and Human Services","dotgov","No","No","No","","","","","","No"
"nist.gov","nist.gov","https://www.nist.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nitrd.gov","nitrd.gov","https://nitrd.gov","Networking Information Technology Research and Development","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nixonlibrary.gov","nixonlibrary.gov","https://www.nixonlibrary.gov","National Archives and Records Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"nlm.gov","nlm.gov","https://nlm.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"nlrb.gov","nlrb.gov","https://nlrb.gov","National Labor Relations Board","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"nls.gov","nls.gov","https://nls.gov","Department of Housing and Urban Development","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nmb.gov","nmb.gov","http://www.nmb.gov","National Mediation Board","dotgov","No","No","No","","","","","","No"
"nmcourt.fed.us","nmcourt.fed.us","http://nmcourt.fed.us","U.S. Courts","dotgov","No","No","No","Yes","No","No","No","No","No"
"nmsc.gov","nmsc.gov","http://nmsc.gov","Department of Homeland Security","dotgov","No","No","No","","","","","","No"
"nmvtis.gov","nmvtis.gov","http://nmvtis.gov","Department of Justice","dotgov","No","No","No","","","","","","No"
"nnlm.gov","nnlm.gov","https://nnlm.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nnss.gov","nnss.gov","http://nnss.gov","National Nuclear Security Administration","dotgov","No","No","No","No","Yes","No","No","No","No"
"noaa.gov","noaa.gov","http://www.noaa.gov","Department of Commerce","dotgov","No","No","No","","","","","","No"
"notalone.gov","notalone.gov","http://notalone.gov","Executive Office of the President","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"nps.gov","nps.gov","https://www.nps.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nrc-gateway.gov","nrc-gateway.gov","http://nrc-gateway.gov","Nuclear Regulatory Commission","dotgov","","","","","","","","","No"
"nrc.gov","nrc.gov","https://www.nrc.gov","Nuclear Regulatory Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nrd.gov","nrd.gov","https://nrd.gov","Department of Defense","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nrel.gov","nrel.gov","https://www.nrel.gov","Department of Energy","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nrelhub.gov","nrelhub.gov","http://nrelhub.gov","Department of Energy","dotgov","","","","","","","","","No"
"nro.gov","nro.gov","http://nro.gov","Department of Defense","dotgov","No","No","No","","","","","","No"
"nrojr.gov","nrojr.gov","http://nrojr.gov","Department of Defense","dotgov","No","No","No","","","","","","No"
"nsa.gov","nsa.gov","https://www.nsa.gov","Department of Defense","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nsep.gov","nsep.gov","https://nsep.gov","Department of Defense","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nsf.gov","nsf.gov","https://nsf.gov","National Science Foundation","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"nsopr.gov","nsopr.gov","https://nsopr.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nsopw.gov","nsopw.gov","https://www.nsopw.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ntia.gov","ntia.gov","http://www.ntia.gov","Department of Commerce","dotgov","No","No","No","","","","","","Yes"
"ntis.gov","ntis.gov","https://ntis.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ntrc.gov","ntrc.gov","https://www.ntrc.gov","Department of Energy","dotgov","Yes","Yes","Yes","","","","","","No"
"ntsb.gov","ntsb.gov","https://ntsb.gov","National Transportation Safety Board","dotgov","No","Yes","Yes","No","Yes","No","No","No","Ready"
"nutrition.gov","nutrition.gov","https://www.nutrition.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nutritionevidencelibrary.gov","nutritionevidencelibrary.gov","https://nutritionevidencelibrary.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nvtc.gov","nvtc.gov","https://nvtc.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"nwbc.gov","nwbc.gov","https://www.nwbc.gov","Small Business Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"nwcg.gov","nwcg.gov","https://www.nwcg.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nwtrb.gov","nwtrb.gov","http://www.nwtrb.gov","Department of Energy","dotgov","No","No","No","Yes","No","No","No","No","No"
"obamalibrary.gov","obamalibrary.gov","https://www.obamalibrary.gov","National Archives and Records Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"obamawhitehouse.gov","obamawhitehouse.gov","https://obamawhitehouse.gov","National Archives and Records Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"occ.gov","occ.gov","https://occ.gov","Department of the Treasury","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"occhelps.gov","occhelps.gov","https://occhelps.gov","Department of the Treasury","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"odni.gov","odni.gov","https://www.odni.gov","Director of National Intelligence","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"oea.gov","oea.gov","http://oea.gov","Department of Defense","dotgov","No","No","No","No","Yes","Yes","No","No","No"
"ofcm.gov","ofcm.gov","https://www.ofcm.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ofda.gov","ofda.gov","https://ofda.gov","U.S. Agency for International Development","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"oge.gov","oge.gov","https://oge.gov","Office of Government Ethics","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ogis.gov","ogis.gov","https://ogis.gov","National Archives and Records Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"ojjdp.gov","ojjdp.gov","https://www.ojjdp.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ojp.gov","ojp.gov","https://ojp.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"omb.gov","omb.gov","https://omb.gov","Executive Office of the President","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ondcp.gov","ondcp.gov","https://ondcp.gov","Executive Office of the President","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"onguardonline.gov","onguardonline.gov","https://onguardonline.gov","Federal Trade Commission","dotgov","No","Yes","No","Yes","No","No","No","No","Yes"
"onhir.gov","onhir.gov","https://onhir.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"onrr.gov","onrr.gov","https://www.onrr.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"openinternet.gov","openinternet.gov","http://openinternet.gov","Federal Communications Commission","dotgov","No","No","No","","","","","","No"
"opensource.gov","opensource.gov","https://www.opensource.gov","Central Intelligence Agency","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"opic.gov","opic.gov","https://www.opic.gov","Overseas Private Investment Corporation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"opioids.gov","opioids.gov","https://www.opioids.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"opm.gov","opm.gov","https://www.opm.gov","Office of Personnel Management","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"orau.gov","orau.gov","https://orau.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"organdonor.gov","organdonor.gov","https://organdonor.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ornl.gov","ornl.gov","https://ornl.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"osac.gov","osac.gov","https://www.osac.gov","Department of State","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"osc.gov","osc.gov","https://osc.gov","U.S. Office of Special Counsel","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"osha.gov","osha.gov","https://www.osha.gov","Department of Labor","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"oshrc.gov","oshrc.gov","https://www.oshrc.gov","Occupational Safety & Health Review Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"osis.gov","osis.gov","http://osis.gov","Director of National Intelligence","dotgov","","","","","","","","","No"
"osmre.gov","osmre.gov","https://www.osmre.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"osti.gov","osti.gov","https://www.osti.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"ostp.gov","ostp.gov","https://ostp.gov","Executive Office of the President","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ots.gov","ots.gov","https://ots.gov","Department of the Treasury","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"ourdocuments.gov","ourdocuments.gov","https://www.ourdocuments.gov","National Archives and Records Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"ovc.gov","ovc.gov","https://ovc.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ovcttac.gov","ovcttac.gov","https://www.ovcttac.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"oversight.gov","oversight.gov","https://oversight.gov","Council of Inspectors General on Integrity and Efficiency","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"pacer.gov","pacer.gov","https://www.pacer.gov","U.S. Courts","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"pandemicflu.gov","pandemicflu.gov","https://www.pandemicflu.gov","Department of Health and Human Services","dotgov","No","Yes","No","Yes","No","No","No","No","Yes"
"papahanaumokuakea.gov","papahanaumokuakea.gov","https://www.papahanaumokuakea.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"patriotbonds.gov","patriotbonds.gov","https://patriotbonds.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pay.gov","pay.gov","https://pay.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"paymentaccuracy.gov","paymentaccuracy.gov","https://paymentaccuracy.gov","Executive Office of the President","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"pbgc.gov","pbgc.gov","https://www.pbgc.gov","Pension Benefit Guaranty Corporation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pci.gov","pci.gov","http://pci.gov","Executive Office of the President","dotgov","","","","","","","","","No"
"pclob.gov","pclob.gov","https://www.pclob.gov","Privacy and Civil Liberties Oversight Board","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"peacecorps.gov","peacecorps.gov","https://www.peacecorps.gov","U.S. Peace Corps","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pentagon.gov","pentagon.gov","http://www.pentagon.gov","Department of Defense","dotgov","No","No","No","","","","","","No"
"pepfar.gov","pepfar.gov","https://www.pepfar.gov","Department of State","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"performance.gov","performance.gov","https://www.performance.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"phe.gov","phe.gov","https://www.phe.gov","Department of Health and Human Services","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"pic.gov","pic.gov","https://pic.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"piedrasblancas.gov","piedrasblancas.gov","https://piedrasblancas.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"pif.gov","pif.gov","https://pif.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pitc.gov","pitc.gov","http://pitc.gov","Executive Office of the President","dotgov","","","","","","","","","No"
"plainlanguage.gov","plainlanguage.gov","https://plainlanguage.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pmf.gov","pmf.gov","https://pmf.gov","Office of Personnel Management","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"pmi.gov","pmi.gov","https://www.pmi.gov","U.S. Agency for International Development","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"pnl.gov","pnl.gov","http://pnl.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pnnl.gov","pnnl.gov","https://www.pnnl.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"poolsafely.gov","poolsafely.gov","https://www.poolsafely.gov","Consumer Product Safety Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"poolsafety.gov","poolsafety.gov","https://poolsafety.gov","Consumer Product Safety Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"postoffice.gov","postoffice.gov","http://postoffice.gov","United States Postal Service","dotgov","No","No","No","","","","","","No"
"ppdcecc.gov","ppdcecc.gov","http://ppdcecc.gov","The Legislative Branch","dotgov","No","No","No","","","","","","No"
"ppirs.gov","ppirs.gov","https://www.ppirs.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pppl.gov","pppl.gov","https://www.pppl.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pracomment.gov","pracomment.gov","http://www.pracomment.gov","Department of the Treasury","dotgov","No","No","No","","","","","","No"
"prc.gov","prc.gov","https://www.prc.gov","Postal Regulatory Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"pregunteleakaren.gov","pregunteleakaren.gov","https://pregunteleakaren.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"preserveamerica.gov","preserveamerica.gov","http://preserveamerica.gov","Advisory Council on Historic Preservation","dotgov","No","No","No","","","","","","No"
"presidentialinnovationfellows.gov","presidentialinnovationfellows.gov","https://presidentialinnovationfellows.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"presidentialserviceawards.gov","presidentialserviceawards.gov","https://www.presidentialserviceawards.gov","Corporation for National & Community Service","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"presidio.gov","presidio.gov","https://www.presidio.gov","Presidio Trust","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
